,Date,Result,Rounds,Map,Position,Kills,Assists,Deaths,KR,KD,HS,HSP,Period
1027,b'2018-08-02',1,28,overpass,3,17,7,20,0.61,0.85,5,29,4
1028,b'2018-08-02',0,22,cache,2,15,2,17,0.68,0.88,7,47,4
1029,b'2018-08-02',0,28,inferno,4,14,3,23,0.5,0.61,7,50,4
1030,b'2018-08-02',0,29,dust2,3,13,2,23,0.45,0.57,5,38,4
1031,b'2018-08-02',1,18,mirage,2,18,1,11,1.0,1.64,8,44,4
1032,b'2018-08-02',1,30,mirage,5,12,7,23,0.4,0.52,6,50,4
1033,b'2018-08-02',0,23,mirage,4,12,0,16,0.52,0.75,7,58,4
1034,b'2018-08-02',1,21,inferno,4,15,4,12,0.71,1.25,8,53,4
1035,b'2018-08-02',1,24,cache,4,18,3,13,0.75,1.38,9,50,4
1036,b'2018-08-02',1,26,cache,4,18,9,15,0.69,1.2,6,33,4
1037,b'2018-08-03',0,22,overpass,1,15,1,18,0.68,0.83,4,27,4
1038,b'2018-08-03',0,11,cache,3,4,0,10,0.36,0.4,0,0,4
1039,b'2018-08-03',0,26,cache,4,14,6,22,0.54,0.64,4,29,4
1040,b'2018-08-03',0,30,overpass,2,22,4,23,0.73,0.96,6,27,4
1041,b'2018-08-03',0,25,cache,3,16,5,21,0.64,0.76,5,31,4
1042,b'2018-08-03',0,30,inferno,3,14,6,19,0.47,0.74,6,43,4
1043,b'2018-08-03',1,25,cache,1,20,0,12,0.8,1.67,8,40,4
1044,b'2018-08-03',0,34,inferno,5,15,3,26,0.44,0.58,4,27,4
1045,b'2018-08-03',1,24,inferno,1,25,5,12,1.04,2.08,15,60,4
1046,b'2018-08-03',0,28,mirage,2,21,0,17,0.75,1.24,7,33,4
1047,b'2018-08-03',0,20,mirage,4,10,1,16,0.5,0.62,5,50,4
1048,b'2018-08-03',1,47,mirage,3,31,7,31,0.66,1.0,12,39,4
1049,b'2018-08-03',1,20,mirage,5,8,2,8,0.4,1.0,3,38,4
1050,b'2018-08-03',0,20,cache,5,8,3,18,0.4,0.44,3,38,4
1051,b'2018-08-04',0,21,train,3,10,1,18,0.48,0.56,5,50,4
1052,b'2018-08-04',1,28,overpass,3,22,5,19,0.79,1.16,3,14,4
1053,b'2018-08-04',0,20,inferno,5,6,2,17,0.3,0.35,3,50,4
1054,b'2018-08-04',0,20,cache,3,10,1,16,0.5,0.62,2,20,4
1055,b'2018-08-04',1,21,cache,1,24,3,14,1.14,1.71,8,33,4
1056,b'2018-08-04',1,35,mirage,5,22,5,23,0.63,0.96,7,32,4
1057,b'2018-08-04',1,30,overpass,4,19,7,20,0.63,0.95,5,26,4
1058,b'2018-08-04',1,25,inferno,3,19,3,13,0.76,1.46,4,21,4
1059,b'2018-08-04',1,28,mirage,4,17,5,17,0.61,1.0,7,41,4
1060,b'2018-08-04',1,22,cache,3,17,2,9,0.77,1.89,8,47,4
1061,b'2018-08-04',1,25,inferno,5,9,4,17,0.36,0.53,6,67,4
1062,b'2018-08-04',0,35,overpass,4,22,8,23,0.63,0.96,6,27,4
1063,b'2018-08-04',1,27,overpass,1,37,2,15,1.37,2.47,21,57,4
1064,b'2018-08-05',0,22,mirage,1,15,0,18,0.68,0.83,8,53,4
1065,b'2018-08-05',0,21,mirage,3,11,1,18,0.52,0.61,2,18,4
1066,b'2018-08-05',0,30,overpass,1,28,3,20,0.93,1.4,12,43,4
1067,b'2018-08-05',0,28,inferno,5,9,6,24,0.32,0.38,3,33,4
1068,b'2018-08-05',0,29,overpass,2,20,8,19,0.69,1.05,5,25,4
1069,b'2018-08-05',1,19,mirage,4,12,4,9,0.63,1.33,5,42,4
1070,b'2018-08-05',1,30,mirage,3,22,5,17,0.73,1.29,9,41,4
1071,b'2018-08-05',0,29,inferno,1,28,3,21,0.97,1.33,11,39,4
1072,b'2018-08-05',1,36,cache,2,30,5,25,0.83,1.2,15,50,4
1073,b'2018-08-05',1,24,overpass,5,11,4,16,0.46,0.69,7,64,4
1074,b'2018-08-05',1,27,mirage,2,20,4,19,0.74,1.05,14,70,4
1075,b'2018-08-05',1,35,mirage,1,33,10,21,0.94,1.57,17,52,4
1076,b'2018-08-05',1,28,overpass,3,22,4,19,0.79,1.16,11,50,4
1077,b'2018-08-05',1,26,mirage,2,25,7,14,0.96,1.79,12,48,4
1078,b'2018-08-06',1,18,cache,5,13,1,11,0.72,1.18,6,46,4
1079,b'2018-08-06',0,23,mirage,4,9,1,17,0.39,0.53,4,44,4
1080,b'2018-08-06',0,24,mirage,4,11,4,18,0.46,0.61,7,64,4
1081,b'2018-08-06',0,25,cache,2,18,1,19,0.72,0.95,5,28,4
1082,b'2018-08-06',0,29,nuke,4,13,3,23,0.45,0.57,7,54,4
1083,b'2018-08-06',0,46,mirage,4,19,7,37,0.41,0.51,4,21,4
1084,b'2018-08-06',1,30,cache,4,20,3,19,0.67,1.05,8,40,4
1085,b'2018-08-06',1,22,mirage,2,19,3,10,0.86,1.9,6,32,4
1086,b'2018-08-06',1,23,train,4,16,4,18,0.7,0.89,11,69,4
1087,b'2018-08-06',1,27,cache,3,20,4,19,0.74,1.05,10,50,4
1088,b'2018-08-06',0,22,dust2,1,20,0,18,0.91,1.11,9,45,4
1089,b'2018-08-06',0,28,mirage,4,18,5,20,0.64,0.9,6,33,4
1090,b'2018-08-06',0,35,mirage,2,26,6,25,0.74,1.04,15,58,4
1091,b'2018-08-06',1,28,cache,3,17,1,19,0.61,0.89,7,41,4
1092,b'2018-08-07',1,29,cache,5,15,8,23,0.52,0.65,5,33,4
1093,b'2018-08-07',0,26,mirage,4,13,7,23,0.5,0.57,8,62,4
1094,b'2018-08-07',0,25,dust2,5,12,3,21,0.48,0.57,8,67,4
1095,b'2018-08-07',1,24,inferno,4,16,3,20,0.67,0.8,8,50,4
1096,b'2018-08-07',0,29,cache,5,13,5,21,0.45,0.62,6,46,4
1097,b'2018-08-07',0,28,cache,4,15,5,24,0.54,0.62,6,40,4
1098,b'2018-08-07',0,29,inferno,2,19,3,20,0.66,0.95,4,21,4
1099,b'2018-08-07',0,21,inferno,2,14,2,19,0.67,0.74,7,50,4
1100,b'2018-08-07',1,25,mirage,1,25,0,15,1.0,1.67,13,52,4
1101,b'2018-08-07',0,21,cache,2,12,2,17,0.57,0.71,6,50,4
1102,b'2018-08-07',0,19,train,4,6,2,16,0.32,0.38,5,83,4
1103,b'2018-08-07',0,21,mirage,4,8,2,19,0.38,0.42,6,75,4
1104,b'2018-08-07',1,27,inferno,2,23,3,19,0.85,1.21,10,43,4
1105,b'2018-08-07',1,30,cache,2,23,4,24,0.77,0.96,10,43,4
1106,b'2018-08-08',1,29,mirage,5,17,3,21,0.59,0.81,9,53,4
1107,b'2018-08-08',1,27,cache,3,19,7,20,0.7,0.95,7,37,4
1108,b'2018-08-08',1,24,mirage,4,17,7,22,0.71,0.77,6,35,4
1109,b'2018-08-08',0,23,mirage,4,11,4,18,0.48,0.61,3,27,4
1110,b'2018-08-08',0,22,inferno,4,10,2,19,0.45,0.53,3,30,4
1111,b'2018-08-08',0,9,mirage,1,7,0,6,0.78,1.17,3,43,4
1112,b'2018-08-08',0,21,mirage,4,10,6,18,0.48,0.56,3,30,4
1113,b'2018-08-08',1,30,mirage,5,15,3,19,0.5,0.79,7,47,4
1114,b'2018-08-08',1,20,cache,2,19,5,13,0.95,1.46,11,58,4
1115,b'2018-08-08',0,36,mirage,2,31,7,25,0.86,1.24,14,45,4
1116,b'2018-08-08',0,23,mirage,3,12,3,19,0.52,0.63,7,58,4
1117,b'2018-08-08',0,21,mirage,1,12,0,17,0.57,0.71,0,0,4
1118,b'2018-08-08',0,15,cache,2,9,3,12,0.6,0.75,5,56,4
1119,b'2018-08-08',1,16,nuke,2,8,0,2,0.5,4.0,4,50,4
1120,b'2018-08-08',1,25,mirage,2,24,5,15,0.96,1.6,10,42,4
1121,b'2018-08-09',1,26,dust2,4,19,5,17,0.73,1.12,9,47,4
1122,b'2018-08-09',1,27,cache,3,20,5,19,0.74,1.05,10,50,4
1123,b'2018-08-09',0,20,inferno,5,6,2,18,0.3,0.33,3,50,4
1124,b'2018-08-09',1,29,mirage,5,15,5,20,0.52,0.75,7,47,4
1125,b'2018-08-09',0,24,mirage,3,12,2,18,0.5,0.67,2,17,4
1126,b'2018-08-09',1,27,mirage,2,26,1,12,0.96,2.17,11,42,4
1127,b'2018-08-09',1,34,overpass,4,25,5,24,0.74,1.04,11,44,4
1128,b'2018-08-09',0,22,inferno,2,16,3,19,0.73,0.84,7,44,4
1129,b'2018-08-09',1,23,mirage,5,11,0,9,0.48,1.22,5,45,4
1130,b'2018-08-09',0,28,mirage,3,20,7,19,0.71,1.05,9,45,4
1131,b'2018-08-09',0,27,cache,2,23,3,21,0.85,1.1,10,43,4
1132,b'2018-08-09',0,30,nuke,4,15,4,20,0.5,0.75,4,27,4
1133,b'2018-08-09',1,23,cache,4,13,4,15,0.57,0.87,5,38,4
1134,b'2018-08-09',1,22,cache,5,15,7,16,0.68,0.94,6,40,4
1135,b'2018-08-10',0,30,mirage,1,24,5,21,0.8,1.14,6,25,4
1136,b'2018-08-10',0,30,mirage,5,9,12,22,0.3,0.41,6,67,4
1137,b'2018-08-10',0,26,inferno,5,10,5,20,0.38,0.5,4,40,4
1138,b'2018-08-10',0,23,train,2,11,4,17,0.48,0.65,0,0,4
1139,b'2018-08-10',1,29,cache,2,26,5,17,0.9,1.53,8,31,4
1140,b'2018-08-10',1,30,overpass,4,20,4,23,0.67,0.87,6,30,4
1141,b'2018-08-10',1,30,mirage,3,23,6,23,0.77,1.0,13,57,4
1142,b'2018-08-10',1,26,mirage,4,16,3,14,0.62,1.14,6,38,4
1143,b'2018-08-10',0,36,overpass,3,24,7,26,0.67,0.92,7,29,4
1144,b'2018-08-10',0,22,mirage,2,15,1,17,0.68,0.88,4,27,4
1145,b'2018-08-10',1,24,cache,4,16,7,13,0.67,1.23,5,31,4
1146,b'2018-08-10',0,28,inferno,3,15,0,19,0.54,0.79,8,53,4
1147,b'2018-08-10',1,16,dust2,3,12,0,5,0.75,2.4,7,58,4
1148,b'2018-08-10',0,28,cache,1,21,1,16,0.75,1.31,5,24,4
1149,b'2018-08-10',0,36,mirage,4,25,7,27,0.69,0.93,13,52,4
1150,b'2018-08-11',0,41,mirage,3,28,7,28,0.68,1.0,15,54,4
1151,b'2018-08-11',0,18,overpass,5,3,1,17,0.17,0.18,3,100,4
1152,b'2018-08-11',1,20,mirage,5,13,5,11,0.65,1.18,7,54,4
1153,b'2018-08-11',1,28,inferno,3,19,3,17,0.68,1.12,9,47,4
1154,b'2018-08-11',0,29,cache,2,21,6,22,0.72,0.95,10,48,4
1155,b'2018-08-11',0,28,inferno,2,22,6,22,0.79,1.0,9,41,4
1156,b'2018-08-11',0,28,cache,4,16,2,19,0.57,0.84,6,38,4
1157,b'2018-08-11',1,17,mirage,4,12,0,5,0.71,2.4,6,50,4
1158,b'2018-08-11',0,23,inferno,3,12,2,20,0.52,0.6,9,75,4
1159,b'2018-08-11',1,26,mirage,1,32,9,16,1.23,2.0,13,41,4
1160,b'2018-08-11',1,24,cache,5,11,4,15,0.46,0.73,4,36,4
1161,b'2018-08-11',0,21,mirage,3,10,0,18,0.48,0.56,5,50,4
1162,b'2018-08-11',1,15,mirage,2,11,3,3,0.73,3.67,4,36,4
1163,b'2018-08-11',0,25,cache,3,17,4,19,0.68,0.89,8,47,4
1164,b'2018-08-11',0,27,mirage,5,14,2,17,0.52,0.82,8,57,4
1165,b'2018-08-12',1,22,overpass,4,18,4,11,0.82,1.64,7,39,4
1166,b'2018-08-12',1,21,inferno,2,23,7,10,1.1,2.3,7,30,4
1167,b'2018-08-12',0,23,mirage,2,14,0,18,0.61,0.78,8,57,4
1168,b'2018-08-12',1,21,overpass,4,15,7,14,0.71,1.07,6,40,4
1169,b'2018-08-12',0,27,mirage,1,26,6,19,0.96,1.37,13,50,4
1170,b'2018-08-12',0,42,cache,2,36,9,29,0.86,1.24,13,36,4
1171,b'2018-08-12',1,25,mirage,3,20,4,10,0.8,2.0,13,65,4
1172,b'2018-08-12',0,26,mirage,1,19,3,21,0.73,0.9,7,37,4
1173,b'2018-08-12',1,24,dust2,4,18,2,15,0.75,1.2,9,50,4
1174,b'2018-08-12',0,20,cache,3,9,1,18,0.45,0.5,6,67,4
1175,b'2018-08-12',0,26,mirage,5,8,5,22,0.31,0.36,5,62,4
1176,b'2018-08-12',0,30,mirage,1,30,2,19,1.0,1.58,9,30,4
1177,b'2018-08-13',0,30,cache,1,24,1,22,0.8,1.09,5,21,4
1178,b'2018-08-13',0,26,cache,2,18,4,18,0.69,1.0,5,28,4
1179,b'2018-08-13',0,29,inferno,3,22,3,21,0.76,1.05,10,45,4
1180,b'2018-08-13',1,28,overpass,3,21,5,17,0.75,1.24,10,48,4
1181,b'2018-08-13',1,27,cache,4,17,7,19,0.63,0.89,5,29,4
1182,b'2018-08-13',0,29,mirage,4,16,4,17,0.55,0.94,6,38,4
1183,b'2018-08-13',0,30,inferno,2,27,2,18,0.9,1.5,11,41,4
1184,b'2018-08-13',0,24,cache,1,23,1,15,0.96,1.53,10,43,4
1185,b'2018-08-13',0,18,inferno,1,8,2,16,0.44,0.5,3,38,4
1186,b'2018-08-13',1,26,cache,2,26,3,17,1.0,1.53,10,38,4
1187,b'2018-08-13',1,19,mirage,4,15,2,9,0.79,1.67,6,40,4
1188,b'2018-08-13',1,28,dust2,4,16,4,20,0.57,0.8,8,50,4
1189,b'2018-08-13',0,29,inferno,2,18,7,20,0.62,0.9,7,39,4
1190,b'2018-08-13',1,26,mirage,1,26,7,15,1.0,1.73,10,38,4
1191,b'2018-08-13',1,22,mirage,2,21,2,9,0.95,2.33,10,48,4
1192,b'2018-08-13',0,11,train,1,7,1,10,0.64,0.7,4,57,4
1193,b'2018-08-13',0,30,inferno,4,18,4,22,0.6,0.82,10,56,4
1194,b'2018-08-13',0,22,mirage,2,16,2,18,0.73,0.89,4,25,4
1195,b'2018-08-13',1,28,mirage,1,29,5,15,1.04,1.93,9,31,4
1196,b'2018-08-13',0,19,mirage,3,10,0,13,0.53,0.77,5,50,4
1197,b'2018-08-14',1,36,overpass,5,15,7,21,0.42,0.71,5,33,4
1198,b'2018-08-14',0,28,inferno,1,23,2,20,0.82,1.15,7,30,4
1199,b'2018-08-14',1,18,nuke,3,16,6,10,0.89,1.6,5,31,4
1200,b'2018-08-14',1,29,cache,3,22,3,18,0.76,1.22,9,41,4
1201,b'2018-08-14',1,22,mirage,2,17,2,11,0.77,1.55,5,29,4
1202,b'2018-08-14',0,25,overpass,4,14,0,20,0.56,0.7,4,29,4
1203,b'2018-08-14',1,28,cache,2,27,2,17,0.96,1.59,12,44,4
1204,b'2018-08-14',1,21,mirage,3,17,6,9,0.81,1.89,6,35,4
1205,b'2018-08-14',0,28,overpass,4,15,1,20,0.54,0.75,5,33,4
1206,b'2018-08-14',1,29,mirage,2,26,4,17,0.9,1.53,11,42,4
1207,b'2018-08-14',1,23,mirage,3,20,2,10,0.87,2.0,6,30,4
1208,b'2018-08-15',0,13,inferno,3,4,0,12,0.31,0.33,0,0,4
1209,b'2018-08-15',0,22,cache,4,12,0,16,0.55,0.75,6,50,4
1210,b'2018-08-15',1,30,mirage,1,27,8,22,0.9,1.23,6,22,4
1211,b'2018-08-15',1,35,mirage,2,27,6,24,0.77,1.12,10,37,4
1212,b'2018-08-15',0,28,overpass,4,17,8,21,0.61,0.81,7,41,4
1213,b'2018-08-15',1,17,cache,3,13,2,8,0.76,1.62,9,69,4
1214,b'2018-08-15',1,26,mirage,3,19,6,21,0.73,0.9,8,42,4
1215,b'2018-08-15',1,41,mirage,1,35,4,25,0.85,1.4,11,31,4
1216,b'2018-08-15',1,25,inferno,5,13,4,12,0.52,1.08,3,23,4
1217,b'2018-08-16',0,25,mirage,5,11,1,20,0.44,0.55,3,27,4
1218,b'2018-08-16',0,27,mirage,3,20,2,19,0.74,1.05,8,40,4
1219,b'2018-08-16',1,27,dust2,4,16,4,14,0.59,1.14,7,44,4
1220,b'2018-08-16',0,19,inferno,5,7,4,17,0.37,0.41,1,14,4
1221,b'2018-08-16',0,26,cache,5,4,4,8,0.15,0.5,2,50,4
1222,b'2018-08-16',0,24,cache,5,10,4,21,0.42,0.48,6,60,4
1223,b'2018-08-16',0,28,dust2,2,23,5,21,0.82,1.1,9,39,4
1224,b'2018-08-16',1,20,mirage,4,15,4,10,0.75,1.5,7,47,4
1225,b'2018-08-16',1,22,dust2,2,17,2,14,0.77,1.21,7,41,4
1226,b'2018-08-16',0,23,mirage,2,14,3,19,0.61,0.74,5,36,4
1227,b'2018-08-17',1,28,mirage,2,26,2,16,0.93,1.62,14,54,4
1228,b'2018-08-17',1,23,overpass,3,19,3,12,0.83,1.58,7,37,4
1229,b'2018-08-17',1,34,train,5,20,9,23,0.59,0.87,8,40,4
1230,b'2018-08-17',0,21,mirage,1,22,5,16,1.05,1.38,8,36,4
1231,b'2018-08-17',1,29,overpass,1,33,0,21,1.14,1.57,16,48,4
1232,b'2018-08-17',1,26,inferno,5,16,3,14,0.62,1.14,3,19,4
1233,b'2018-08-17',0,36,dust2,5,17,7,26,0.47,0.65,5,29,4
1234,b'2018-08-17',1,20,inferno,4,16,4,12,0.8,1.33,5,31,4
1235,b'2018-08-17',0,24,mirage,4,10,7,18,0.42,0.56,2,20,4
1236,b'2018-08-17',1,26,dust2,2,27,3,15,1.04,1.8,14,52,4
1237,b'2018-08-17',0,22,mirage,1,19,2,17,0.86,1.12,11,58,4
1238,b'2018-08-18',0,22,mirage,2,16,1,17,0.73,0.94,9,56,4
1239,b'2018-08-18',0,27,cache,1,21,2,18,0.78,1.17,11,52,4
1240,b'2018-08-18',1,26,mirage,3,18,3,14,0.69,1.29,7,39,4
1241,b'2018-08-18',0,35,mirage,1,33,3,23,0.94,1.43,12,36,4
1242,b'2018-08-18',0,26,inferno,1,23,4,18,0.88,1.28,11,48,4
1243,b'2018-08-18',1,20,overpass,2,19,1,7,0.95,2.71,8,42,4
1244,b'2018-08-18',1,20,cache,2,17,5,9,0.85,1.89,9,53,4
1245,b'2018-08-18',0,20,dust2,3,11,3,17,0.55,0.65,6,55,4
1246,b'2018-08-18',0,27,train,3,19,4,19,0.7,1.0,5,26,4
1247,b'2018-08-18',1,19,mirage,3,16,3,8,0.84,2.0,7,44,4
1248,b'2018-08-18',1,21,mirage,5,16,3,11,0.76,1.45,10,62,4
1249,b'2018-08-18',1,30,train,4,13,2,21,0.43,0.62,7,54,4
1250,b'2018-08-18',0,29,cache,2,24,5,23,0.83,1.04,11,46,4
1251,b'2018-08-18',1,26,inferno,3,17,5,21,0.65,0.81,5,29,4
1252,b'2018-08-19',1,24,mirage,3,21,1,12,0.88,1.75,11,52,4
1253,b'2018-08-19',0,30,mirage,3,17,9,24,0.57,0.71,8,47,4
1254,b'2018-08-19',1,26,overpass,4,12,3,13,0.46,0.92,5,42,4
1255,b'2018-08-19',1,28,train,4,20,1,20,0.71,1.0,9,45,4
1256,b'2018-08-19',1,25,cache,5,7,8,17,0.28,0.41,2,29,4
1257,b'2018-08-19',1,29,overpass,5,18,7,17,0.62,1.06,8,44,4
1258,b'2018-08-19',1,17,mirage,2,19,1,11,1.12,1.73,6,32,4
1259,b'2018-08-19',0,21,cache,2,14,4,19,0.67,0.74,10,71,4
1260,b'2018-08-19',0,28,cache,3,18,5,21,0.64,0.86,7,39,4
1261,b'2018-08-20',1,29,mirage,4,16,6,20,0.55,0.8,9,56,4
1262,b'2018-08-20',1,19,cache,5,10,3,6,0.53,1.67,3,30,4
1263,b'2018-08-20',1,30,mirage,5,16,5,23,0.53,0.7,8,50,4
1264,b'2018-08-20',0,14,dust2,3,6,0,12,0.43,0.5,5,83,4
1265,b'2018-08-20',0,25,cbble,4,13,4,20,0.52,0.65,7,54,4
1266,b'2018-08-20',0,25,overpass,4,13,1,19,0.52,0.68,5,38,4
1267,b'2018-08-21',0,30,cache,4,18,5,20,0.6,0.9,7,39,4
1268,b'2018-08-21',0,20,mirage,5,4,3,18,0.2,0.22,3,75,4
1269,b'2018-08-21',1,19,mirage,5,14,4,7,0.74,2.0,5,36,4
1270,b'2018-08-21',0,26,cache,3,16,6,22,0.62,0.73,7,44,4
1271,b'2018-08-21',1,25,cache,5,9,3,15,0.36,0.6,7,78,4
1272,b'2018-08-21',0,26,overpass,2,19,7,21,0.73,0.9,7,37,4
1273,b'2018-08-21',0,29,mirage,3,15,6,24,0.52,0.62,7,47,4
1274,b'2018-08-21',1,24,overpass,2,21,5,17,0.88,1.24,8,38,4
1275,b'2018-08-21',1,18,overpass,1,20,4,7,1.11,2.86,9,45,4
1276,b'2018-08-21',1,23,mirage,3,18,6,13,0.78,1.38,8,44,4
1277,b'2018-08-21',0,23,cache,2,17,6,19,0.74,0.89,6,35,4
1278,b'2018-08-21',0,28,cache,3,16,3,21,0.57,0.76,5,31,4
1279,b'2018-08-21',0,9,inferno,2,5,0,7,0.56,0.71,2,40,4
1280,b'2018-08-21',1,30,dust2,2,22,10,20,0.73,1.1,11,50,4
1281,b'2018-08-21',1,30,cache,4,21,2,21,0.7,1.0,9,43,4
1282,b'2018-08-22',0,27,cache,1,24,5,16,0.89,1.5,7,29,4
1283,b'2018-08-22',0,25,mirage,2,19,1,20,0.76,0.95,8,42,4
1284,b'2018-08-22',0,26,mirage,5,14,2,23,0.54,0.61,5,36,4
1285,b'2018-08-22',0,22,mirage,3,14,5,17,0.64,0.82,7,50,4
1286,b'2018-08-22',0,26,dust2,1,28,2,17,1.08,1.65,7,25,4
1287,b'2018-08-22',1,27,mirage,3,20,2,15,0.74,1.33,8,40,4
1288,b'2018-08-22',0,19,cache,2,11,2,18,0.58,0.61,5,45,4
1289,b'2018-08-22',0,30,mirage,5,14,5,22,0.47,0.64,5,36,4
1290,b'2018-08-22',1,25,inferno,2,17,6,19,0.68,0.89,8,47,4
1291,b'2018-08-22',1,21,inferno,4,11,4,13,0.52,0.85,1,9,4
1292,b'2018-08-22',1,21,mirage,2,18,3,10,0.86,1.8,8,44,4
1293,b'2018-08-22',1,26,dust2,3,18,5,17,0.69,1.06,10,56,4
1294,b'2018-08-22',0,22,mirage,1,19,2,19,0.86,1.0,10,53,4
1295,b'2018-08-22',0,27,cache,2,19,6,20,0.7,0.95,9,47,4
1296,b'2018-08-22',1,36,mirage,2,28,10,20,0.78,1.4,13,46,4
1297,b'2018-08-22',0,25,cache,2,21,2,17,0.84,1.24,8,38,4
1298,b'2018-08-22',1,26,overpass,3,22,3,14,0.85,1.57,8,36,4
1299,b'2018-08-23',1,22,cache,1,30,2,10,1.36,3.0,15,50,4
1300,b'2018-08-23',1,23,cache,4,17,4,15,0.74,1.13,9,53,4
1301,b'2018-08-23',1,23,inferno,1,25,6,12,1.09,2.08,13,52,4
1302,b'2018-08-23',1,25,overpass,3,21,6,11,0.84,1.91,9,43,4
1303,b'2018-08-23',1,23,mirage,5,15,7,13,0.65,1.15,7,47,4
1304,b'2018-08-23',0,27,mirage,3,18,3,20,0.67,0.9,9,50,4
1305,b'2018-08-23',0,28,mirage,5,10,6,23,0.36,0.43,4,40,4
1306,b'2018-08-23',1,28,inferno,5,16,9,19,0.57,0.84,8,50,4
1307,b'2018-08-23',1,29,cache,4,19,2,21,0.66,0.9,8,42,4
1308,b'2018-08-24',1,21,cache,2,20,3,8,0.95,2.5,9,45,4
1309,b'2018-08-24',1,20,inferno,4,15,2,9,0.75,1.67,7,47,4
1310,b'2018-08-24',0,41,mirage,2,32,4,28,0.78,1.14,11,34,4
1311,b'2018-08-24',1,25,train,4,18,4,15,0.72,1.2,7,39,4
1312,b'2018-08-24',1,17,mirage,3,16,3,8,0.94,2.0,7,44,4
1313,b'2018-08-24',0,24,mirage,1,21,4,22,0.88,0.95,8,38,4
1314,b'2018-08-24',0,27,overpass,2,19,2,20,0.7,0.95,11,58,4
1315,b'2018-08-24',1,22,mirage,3,17,2,13,0.77,1.31,5,29,4
1316,b'2018-08-24',0,28,dust2,2,22,2,18,0.79,1.22,7,32,4
1317,b'2018-08-24',1,18,mirage,2,21,3,9,1.17,2.33,11,52,4
1318,b'2018-08-24',0,26,cache,2,19,2,17,0.73,1.12,7,37,4
1319,b'2018-08-24',1,28,overpass,1,28,7,20,1.0,1.4,12,43,4
1320,b'2018-08-24',1,28,inferno,5,15,6,20,0.54,0.75,5,33,4
1321,b'2018-08-25',0,35,mirage,3,21,2,22,0.6,0.95,12,57,4
1322,b'2018-08-25',1,36,mirage,5,20,3,26,0.56,0.77,10,50,4
1323,b'2018-08-25',1,24,dust2,4,15,3,13,0.62,1.15,9,60,4
1324,b'2018-08-25',0,26,cache,5,13,3,20,0.5,0.65,3,23,4
1325,b'2018-08-25',1,16,inferno,5,10,3,5,0.62,2.0,3,30,4
1326,b'2018-08-25',1,30,mirage,1,24,5,20,0.8,1.2,7,29,4
1327,b'2018-08-25',0,22,mirage,4,12,6,17,0.55,0.71,5,42,4
1328,b'2018-08-25',0,27,cache,3,16,9,21,0.59,0.76,8,50,4
1329,b'2018-08-25',0,22,dust2,1,14,2,17,0.64,0.82,4,29,4
1330,b'2018-08-25',0,29,cache,5,15,3,21,0.52,0.71,7,47,4
1331,b'2018-08-25',0,27,inferno,5,11,3,16,0.41,0.69,6,55,4
1332,b'2018-08-26',1,25,train,5,13,4,17,0.52,0.76,3,23,4
1333,b'2018-08-26',0,18,mirage,4,5,1,16,0.28,0.31,3,60,4
1334,b'2018-08-26',0,23,cache,5,8,1,20,0.35,0.4,3,38,4
1335,b'2018-08-26',0,27,inferno,3,14,4,22,0.52,0.64,8,57,4
1336,b'2018-08-26',1,30,overpass,4,16,7,21,0.53,0.76,6,38,4
1337,b'2018-08-26',0,34,mirage,1,33,4,22,0.97,1.5,16,48,4
1338,b'2018-08-27',1,30,dust2,5,14,2,21,0.47,0.67,6,43,4
1339,b'2018-08-27',1,15,dust2,1,14,3,7,0.93,2.0,11,79,4
1340,b'2018-08-27',1,22,dust2,4,15,7,12,0.68,1.25,7,47,4
1341,b'2018-08-27',1,20,dust2,2,19,2,13,0.95,1.46,12,63,4
1342,b'2018-08-28',1,29,mirage,4,17,2,14,0.59,1.21,8,47,4
1343,b'2018-08-29',0,25,mirage,5,12,1,20,0.48,0.6,2,17,4
1344,b'2018-08-29',1,22,inferno,4,14,5,11,0.64,1.27,6,43,4
1345,b'2018-08-29',1,30,inferno,4,16,8,19,0.53,0.84,3,19,4
1346,b'2018-08-30',0,28,mirage,1,34,2,21,1.21,1.62,12,35,4
1347,b'2018-08-30',0,24,dust2,2,14,2,18,0.58,0.78,3,21,4
1348,b'2018-08-30',0,30,mirage,3,15,5,21,0.5,0.71,8,53,4
1349,b'2018-08-30',0,30,train,4,18,5,23,0.6,0.78,7,39,4
1350,b'2018-08-30',0,36,overpass,4,21,7,24,0.58,0.88,11,52,4
1351,b'2018-08-31',0,18,mirage,3,6,1,17,0.33,0.35,3,50,4
1352,b'2018-08-31',1,24,mirage,2,22,6,12,0.92,1.83,6,27,4
1353,b'2018-08-31',1,26,mirage,1,27,4,15,1.04,1.8,12,44,4
1354,b'2018-09-01',1,30,cache,5,13,6,25,0.43,0.52,5,38,4
1355,b'2018-09-02',0,28,dust2,4,15,3,19,0.54,0.79,8,53,4
1356,b'2018-09-02',0,28,mirage,5,15,5,25,0.54,0.6,7,47,4
1357,b'2018-09-04',1,26,mirage,5,17,3,15,0.65,1.13,9,53,4
1358,b'2018-09-04',1,25,mirage,4,15,3,11,0.6,1.36,7,47,4
1359,b'2018-09-04',1,41,inferno,3,26,5,27,0.63,0.96,7,27,4
1360,b'2018-09-04',1,28,mirage,5,15,2,17,0.54,0.88,4,27,4
