publisher,owners
Bumpy Trail Games,20000
Bungalo Bomb,20000
Bravery Software,20000
BrashMonkey.com,20000
Blue Drop Games,20000
Bongfish GmbH,20000
Bold Pixel,20000
Boll AG,20000
Bolt Virtual,20000
Boltok Games,20000
Bomber Studio,20000
Bon,20000
Boncho Games,20000
BoneCracker Games,20000
BoninblueDesignLab,20000
Brantisky Interactive,20000
Bonjourcoco,20000
Booblyc OU,20000
Boogie Down Games llc,20000
Boogygames Studios ,20000
BoomBox,20000
BoomCat Studios,20000
BoomTownGames,20000
Boombox,20000
Bolanzarts,20000
BolHut,20000
Boidae Games,20000
Bohfam,20000
Blue Horizon Studios Ltd,20000
Blue Ice,20000
Blue Label Studio,20000
Blue Newt Software,20000
Blue Palm Studio,20000
Blue Potion Games,20000
Blue Volcano Studio,20000
BlueDog,20000
BlueRichter,20000
Blue_Trigger,20000
Blueprint Reality Inc.,20000
Bluestrike,20000
Bob Games,20000
Bobbates LLC.,20000
Bobby Zeal,20000
Bodin Concept,20000
Boejunda LLC,20000
Boomfire Games,20000
Booper Inc,20000
Boosted Games,20000
Boxel Games,20000
BoyAndWitch Studio,20000
Brackish Games,20000
Brad Smith,20000
"Brahn Communications, Inc.",20000
Brain Machine,20000
Brain Stone GmbH,20000
Brain and Nerd Ltd,20000
Brainbox Software,20000
Braincells Productions Inc.,20000
Brainduck,20000
Brainwashing games,20000
Branch Games,20000
Brando Pompili,20000
Brandon Dominguez,20000
Brandon J Hilde,20000
Brandon Rabico,20000
Brandon Serowski,20000
Boxhead Games,20000
BoxFrog Games,20000
Boozer Game Studios,20000
Bowlcut Studios,20000
Borazon Games LLC,20000
BoringGame,20000
BoringKate,20000
Boris Zapotocky,20000
Borisoft,20000
Bornteks Entertainment,20000
Borokai Studio,20000
Borov,20000
Bosch Games,20000
BotBite Industries,20000
Bottino.Games,20000
"Bottlenose Bits, LLC",20000
BouSoft,20000
Bouchard Industries,20000
Boulder VR Studios - Boulder,20000
Bounce Entertainment ,20000
Bourbontank,20000
Buğra Özdoğanlar,20000
BySamb,20000
Bypass Game Studios,20000
Catobyte Ltd,20000
CastleAbra Studios,20000
CasualGames.nu,20000
Cat Logic Games,20000
Cat Trap Studios,20000
CatSaw,20000
Catapult Games,20000
"Catch & Release, LLC",20000
Catmoon Productions,20000
Catstudio,20000
"Byte-UP Co., ltd.",20000
Catze,20000
Causa Creations,20000
Caustic Reality,20000
CaveBoy36,20000
CaveBrave,20000
CaveDave,20000
Ceiba Software and Arts,20000
CelLab,20000
Castle Steps LLC,20000
Castle Production Services,20000
Casioqum,20000
CashcowGames,20000
Capt. McCay Soft,20000
Captain,20000
CarVin Interactive,20000
Carbon Fiber Games,20000
Carbon Incubator,20000
Carbon Studio,20000
Cargo Cult Gaming LLC,20000
Carl Games,20000
CarlMorganArt,20000
Carlo Monzini,20000
Carlos,20000
Carlos Coronado,20000
Carnivore Games,20000
Carry Castle,20000
CasGame,20000
Cascade Game Foundry SPC,20000
Casey Labrack,20000
Celeris ,20000
Celeritas Games,20000
Celestial Games,20000
Chano H. Hansen,20000
Chaos Minds,20000
Chaphat,20000
Charles Cochrane,20000
Charles Debczak,20000
Charles University,20000
Charlie Evans,20000
Charlie Fleed,20000
Charming Game,20000
Chashu Entertainment,20000
CheGu,20000
Cheat Code Studios,20000
Checkmark Games,20000
Checkmaty,20000
Cheerful Ghost,20000
Cheese and Bacon Games,20000
ChemBlock,20000
Chemical Bolt,20000
Chao's Playmate,20000
"Chance6 Studios, LLC",20000
Cellular Bits,20000
Chamomile Software,20000
Celsius Game Studios,20000
Cem Akalın,20000
Centicerise Productions,20000
Centipede Game Studios,20000
Centrosphere Game,20000
Cerdeira Guillaume,20000
Cerebral Division,20000
Cerevrum Inc. ,20000
Cerulean Games,20000
Cetus Lab,20000
Ceylon Entertainment,20000
Ch.ZBK,20000
Chad Meffert,20000
Chadams Studios,20000
Chainsaw Development,20000
Chainsaw Games,20000
Chair Game Studio,20000
Capt McCay Soft,20000
Capsule Three,20000
Caps Lock Solutions,20000
CHARON,20000
CHOU CHENG LU,20000
CHTOOM Entertainment,20000
CHUMBOSOFT LLC,20000
CINEMUR,20000
CITY CONNECTION,20000
CJG Studio Ltd,20000
CJWorks,20000
CKS Tactical,20000
CM Softworks,20000
CM Softworks Inc.,20000
COCOSOLA,20000
COKE,20000
"COR Entertainment, LLC",20000
CP,20000
CPSuperstore,20000
CRAFT,20000
CRAPPY ZOMBIE GAME STUDIO,20000
CHENJINDING,20000
CGevo,20000
CREW Studio Krüger UG,20000
CGA Simulation,20000
ByteErrsLots Games,20000
Bytecrunch,20000
Bytesprite,20000
Byulbram Studio,20000
C Prompt Games,20000
C-DRIVE MEDIA ART,20000
C.A.Withey,20000
C63 Industries,20000
CAGE Studios,20000
CAIKAI,20000
CATE,20000
CBE software s.r.o.,20000
CBL Industries,20000
CC.D,20000
CC_ARTS,20000
CETVE LLC,20000
CG-Interactive,20000
"CRAVA,Inc.",20000
CRJ Games,20000
Capricorn 76 Pty Ltd,20000
"Callipygian Games, LLC",20000
Cameron Ray,20000
Camerron ScottSaxon Niewoehner,20000
Campfire Technology LLC,20000
Can of Soda Games,20000
Candella Systems Ltd,20000
Candescent & Section,20000
Candescent Games,20000
Candlelight Studios,20000
Candymakers,20000
CangGu,20000
Cankut Keskin,20000
Cannibal Interactive,20000
Cannon Fire Games LTD,20000
"Cantina Games and Entertainment, Inc.",20000
Cantrell Solutions,20000
Canu Arts,20000
Canuck Play Inc.,20000
Calvin Weibel,20000
CallThePolices,20000
CS Squared Games,20000
Caliburn Studio,20000
CSA Software,20000
CSF,20000
"CSIS (CSI Studio Co.,Ltd.)",20000
CTN Design,20000
CYBERPHO,20000
CYBEXLAB,20000
CYCLOPS,20000
CYZR,20000
Cafe Shiba,20000
Caffeine Overdose,20000
Cagri Gecin,20000
Cairn4,20000
Cake Collective Games,20000
CakeNeq Games,20000
Calaca studios ,20000
Calebula Studios,20000
Calenture Remedy Ltd,20000
Blue Gate,20000
Blue Commands,20000
Awesome Industries,20000
Battle Blockyverse Studios,20000
Barnyard Intelligence Games,20000
Baronnerie Games,20000
Basecamp Games,20000
Based On The Play,20000
Basic Sloth,20000
Bat Byte,20000
BatCat Games,20000
Batovi Games Studio,20000
Battle Crafters LLC,20000
Bainware LLC,20000
BattleByte,20000
BattleGames,20000
Batu Games LLC,20000
BeBold,20000
Beach Interactive,20000
Bear & Cat Studio,20000
Bear Box Media,20000
Bear Gears Studio,20000
Barnstorm Games,20000
Barnaque,20000
Barkers Crest Studio LLC,20000
Bareware Studios,20000
Bakershah Games,20000
Bakhti Baymukhamedov,20000
Bala Vicknesh,20000
Balance,20000
Balder Game Studio,20000
Baller Industries,20000
Ballista Studios IVS,20000
Ballistic Frogs,20000
BalloonMooseGames,20000
Balraj Singh Bains,20000
Baltica Games,20000
Bambastic Games,20000
"Bamboo Secrets Co.,Limited",20000
Banana Spilt,20000
Bandello,20000
Bannerman Games,20000
Banyango ,20000
BearFighterDev,20000
Bearcat Games,20000
Beard Games Studio,20000
BefuddleBug,20000
Behtam Developer,20000
"BeiJing FlyDream Interactive co.,ltd",20000
"Beijing Elysium Interactive Technology Co.,Ltd.",20000
"Beijing Gravitational Waves VR technology co.,LTD",20000
Beijing INFITFUN Technology Co.Ltd,20000
Beijing LightingFire,20000
"Beijing Litchi Culture Media Co., Ltd.",20000
"Beijing Touch the heart interactive technology co., LTD",20000
"Beijing Xinrun Technology Co.,Ltd",20000
Bekho Team,20000
Belka VR,20000
Belleal Games,20000
Bellosoft,20000
Bemami,20000
Bemoworld Studios,20000
Ben Busby,20000
Ben Lovegrove,20000
Behind The Door Games,20000
BeetleFish Studios,20000
Beard Wizard,20000
Beep2Bleep.com,20000
Bearded Giant Games,20000
BeardedBrothers.games,20000
Beardserk,20000
Beast Mode Games,20000
"Beast, Inc.",20000
Beastereggs,20000
Beat-Fu Studio,20000
BeatBoxer LLC,20000
BeatShipsGame,20000
Beatrice,20000
Beatsie Boys,20000
Beaver Drummer,20000
"Beazle Bee, LLC",20000
Because Because Games,20000
BeehiveBob,20000
Beemoov,20000
"Beep Games, Inc.",20000
Baked Games,20000
BaileyHausdorff Systems,20000
Blue Comet Games,20000
BBG Entertainment GmbH,20000
B52 Development Team,20000
BA Productions LLC,20000
BADA Games,20000
BAKENEKO GAMES,20000
BANDAI NAMCO Entertainment Europe,20000
BARCHboi,20000
BARS STUDIOS,20000
BBB Games,20000
BBit,20000
Bail! Enemy Jet!,20000
BC,20000
BC.W,20000
BD Studio Games,20000
BEBONOZM,20000
BEHEMUTT,20000
BEKoshi,20000
BIT-GEN,20000
BKBL Bartosz Bialek,20000
B.Bit,20000
B. PRODUCTIONS,20000
B.,20000
B-Cubed Labs,20000
Awesome Stuff Software,20000
Aweswan studios,20000
Axed Game Studio,20000
Axel Anderson,20000
Axel Shokk,20000
AxiPLAY,20000
Axiomatic Games,20000
"Axis Game Factory, Inc.",20000
Axis Granted Creations,20000
"Axol Studio, LLC",20000
Aya Game Studio,20000
Ayman Isam Alketbi,20000
Ayy Caramba Games,20000
AzDimension,20000
Azat Khafizov Design,20000
Azimuthstar,20000
Azurezero,20000
BLAV,20000
BLAZORS,20000
BME Digital Studios,20000
Back Of Nowhere Studios,20000
Backburner Games,20000
BacklotRealities,20000
Backstab Games,20000
Backward pieS,20000
Bad Bird Studios,20000
Bad Coffee Games,20000
Bad Gravity,20000
Bad Habit Productions,20000
Bad Monkey Love,20000
Bad Panda Games,20000
Bad Rhino Games LLC,20000
BadCat Studios,20000
BadgerHammer,20000
Badosz,20000
Badri Bebua,20000
Baffled Games,20000
Baiacu Games,20000
Back To Basics Gaming ,20000
Baby Duka,20000
BOBAFETTA,20000
Babloon Studios,20000
BOHDOKUMEN.,20000
BOMBZ,20000
BOSS#3,20000
BRAINEART,20000
BREAKINGcode,20000
BRINK 3D,20000
BS STUDIOS,20000
BSS company,20000
BUD Games,20000
BURA,20000
BVG Software Group,20000
BWT Games,20000
BYCODEC TEKNOLOJI LTD,20000
B__Vers,20000
Baba Yaga Games,20000
"Babaroga, LLC",20000
Babeltime,20000
Ben Strijbos,20000
Benarom Games,20000
Bence Sipka,20000
Black Smerch,20000
Black Mist Studios,20000
Black Mouse,20000
Black Onyx Interactive,20000
Black Potion,20000
Black Room Games,20000
Black Sheep Games,20000
Black Sheep studio,20000
Black Shell Media ,20000
Black Snake Games,20000
Benjamin Lapid,20000
Black Snowflake Games,20000
Black Void Media,20000
Black Water,20000
BlackOpzFX Labs,20000
BlackRat,20000
BlackShellMedia,20000
BlackTale Games,20000
Blackcross & Taylor,20000
Black House,20000
Black Golem,20000
Black Fox Entertainment,20000
Black Engine Games,20000
Bitecore Ltd.,20000
Biterkid,20000
Bitmen Studios,20000
Bitporters LTD.,20000
Bizengames,20000
Bjarki Arge Andreasen,20000
Bks,20000
Black Alchemy Games,20000
Black Book Development,20000
Black Box,20000
Black Cell,20000
Black Cloud Studios,20000
Black Curtain Studio,20000
Black Deck Crew,20000
Black Delta,20000
Black Diskette Studio,20000
Black Dragon Studio,20000
Blackjard Softworks,20000
Blackrose Industries,20000
Blacksmith,20000
Blind Squirrel Entertainment Inc.,20000
Blob Group Ltd,20000
Blob Lab,20000
BlockTeam,20000
BloodMoon Games,20000
Bloodcraft Dev,20000
Bloodline Games,20000
Bloodmane Interactive,20000
Bloodwolf Studio,20000
Bloody Forehead Entertainment,20000
Bloody Pixel,20000
BloodyStation,20000
Bloom Digital Media,20000
Blossom Games,20000
Blossomsoft,20000
Bludgeonsoft,20000
Blue Blaze Gaming,20000
Blue Budgie Studios,20000
Blob Games,20000
Blind Raccoon Studio,20000
Blacksword Games,20000
BlewScreen,20000
Blackthorn Media Inc,20000
Blackwood Specter,20000
Blagovest Penev,20000
Blak Iron Studios,20000
Blake Fix,20000
Blank Name Games,20000
Blanket Fort Games,20000
Blasted Science,20000
Blaster,20000
BlauwPrint,20000
Blazar Games,20000
Blazewing,20000
Blazing Bit Games,20000
Blazing Fanfish,20000
Blazing Stick,20000
Blazing Tree Studio,20000
Blet Studio!,20000
Bitca,20000
BitSits Games,20000
BitService srl,20000
Bhomriska Studios,20000
BicBoi Bangers,20000
Bidaj,20000
Bidoniera Games,20000
Big Ant Studios (Steam),20000
Big Blue Bubble,20000
Big Cow Studios,20000
Big Dorks Entertainment,20000
Big Dumb Fun Games,20000
Big Evil Corporation,20000
"Big Fish Games, Inc.",20000
Big Fun Games,20000
Big Galoot,20000
Big Head Games Ltd.,20000
Big Hit Games,20000
Big Horn Studio,20000
Big Kitty Games,20000
Big Loop Studios,20000
"BiNAREE, Inc.",20000
Beyond Technical,20000
Big Way,20000
Bevan McKechnie,20000
Benjamin Mathis,20000
Benjamin Miró,20000
Benjamin Outram,20000
Benji Bananas,20000
Benn Powell,20000
Bergie Games,20000
Bernackels,20000
BernhardM,20000
BernhardP,20000
Bertalan Zoltán e.v.,20000
Besedka,20000
Best Friend Games,20000
Best Gaem Studio,20000
Betamaximus-128,20000
Betelgeuse Zero,20000
Better Games LLC,20000
Betterburg,20000
"Big Red Button Entertainment, Inc",20000
"BigBox VR, Inc.",20000
"BitFinity, Sunken Treasure Games",20000
Binärkult,20000
Biodrone Studios,20000
Biome Collective,20000
BirchTreeGames,20000
Bird Man Games,20000
Birdshark! Games,20000
Birdwall Games,20000
Biscuit Play,20000
Bishop Armstrong,20000
Bishop Games,20000
Bison Kings Game Studios,20000
Bit Bionic LLC,20000
Bit Dragon,20000
Bit Golem,20000
Bit Nurse,20000
Bit Toys,20000
BitBreak I/S,20000
BitCutter Studios Inc.,20000
BioDynamic Games,20000
Binogure Studio,20000
BigBro Games,20000
Binji,20000
BigCheeseGames,20000
BigCode Games Pvt Ltd,20000
BigTapir Games,20000
BigfootDS,20000
Bigger Boat ,20000
Bill Lazos,20000
Bill Ricardi,20000
Bill and Eli Productions,20000
Billy Chan Studio,20000
Binarie,20000
Binary Fortress Software,20000
Binary Fusion,20000
Binary Giants,20000
Binary Jellyfish,20000
Binary Soul,20000
Binary Souls,20000
BinaryBox Studios,20000
Fuzzy Code Studio LLC,20000
FuzzyCube,20000
G.rev Ltd.,20000
Max Indie Games,20000
Mattrified Games,20000
Mature Games,20000
Mauri Republic,20000
Maurice Fernitz,20000
Mavenmob,20000
Maverick Games,20000
Maverick Games Inc.,20000
Max Grindebäck,20000
Max Jaeschke,20000
Mateusz Kuliś,20000
Maximus Ludos Studios,20000
Maxint LLC,20000
Maya Gameworks,20000
Mayflower Entertainment [KR],20000
MayoNinja Games,20000
Mazen Games,20000
McLeodGaming Inc.,20000
McMagic Productions,20000
Matthieu Gouby,20000
Matthias Magnussen,20000
Matthew Willis,20000
Matthew Robert Carmack,20000
Mathias,20000
Matouš Lörinc,20000
Matrix Games/GMX Media,20000
Matrix Soup,20000
MatrixStudio,20000
Matt Gadient,20000
Matt Stanton,20000
Matterhorn Software LTD,20000
Matthew Collins,20000
Matthew Diaz,20000
Matthew Finitz,20000
Matthew Giordano,20000
Matthew Jennings,20000
Matthew Kania,20000
Matthew Peacock,20000
Matthew Putnam,20000
Matthew Roach,20000
McPoyLE Games,20000
MeRo Games,20000
Meadow Games,20000
Meka Games,20000
Melancholic Nights Studio,20000
Meltdown Interactive Media,20000
Membraine Studios,20000
Memorazer Production,20000
Mengtu Technology Co. Ltd,20000
MentaLoop Games,20000
Mental Interactive,20000
Mental Lab Studio,20000
Mental Zone Digital Game Studios,20000
Meowshmallow Studio,20000
Mercier Games,20000
Mercury Aerospace Industries,20000
Mergin Studio,20000
Merryacht,20000
Mescaline's Wings,20000
Mesmerise Global,20000
Messier Games & Animations,20000
Melancholia Studio,20000
Mehan Games,20000
Mean Mutt Interactive,20000
Meggic,20000
"Meant, LLC",20000
MeatAtom,20000
Meatball Parm Games,20000
Mechanical Monocle,20000
"Media Impact Co.,Ltd",20000
MediaAtlas,20000
MediaPod,20000
MediaSpark,20000
MediaTale,20000
Medicated Games,20000
MeepHead LLC,20000
Mega Cat Studios,20000
Mega Glest Team,20000
MegaTronic Labs,20000
Megalithic Mainframe,20000
Megamini009,20000
Megaslow Studio,20000
Matheus Medeiros,20000
Mateusz Kulis,20000
Metanaut,20000
Marching Simulator,20000
Mantis Studios,20000
"Mantis-Eye Labs, LLC",20000
Manuel Schenk Games,20000
Manufacture 43,20000
Maqna Interactive Ltda - Me,20000
Marafigogames,20000
Marc Ellis,20000
March Entertainment,20000
Marcin Skierski,20000
Mateus Dias Toledo,20000
Marco Antonio Ayala Virrueta,20000
Marcos Donnantuoni,20000
Marcos Dumont,20000
Marcos Dumont ,20000
Marcos Rocha,20000
Mardonpol Inc.,20000
Mariano Larronde,20000
Mario Almaguer,20000
Mantis Shrimp Studio,20000
Manne Cederskoog,20000
"Mankind, Inc.",20000
Manifestors Games Studio,20000
Maksym Pashanin,20000
Male Doll,20000
Malicious Games,20000
Malika K. LLC,20000
Malyarov Andrey,20000
MamilosClub,20000
Man Hockey,20000
Man-Eater Games,20000
ManBeardGames,20000
Mana Wings,20000
Mandlebar,20000
Manel García,20000
Mangatar Games,20000
Mangobile,20000
Maniac Games,20000
"Maniamind Co.,Ltd",20000
Manic Machine,20000
Mario D'Eliso,20000
Mark Begenisich,20000
Mark Chong,20000
Marvellous Soft,20000
Masahiro Suzuki,20000
Masai Interactive,20000
Mascot Entertainment,20000
Mashiro,20000
Mask,20000
Mason Butterwick,20000
"Masondogg Studios, LLC.",20000
Mass Games,20000
MassDiGI,20000
MassHive Media,20000
"Massive Catapult Creative, Inc.",20000
Master Plan Multimedia LLC,20000
MasterCalamity Games,20000
Masterbrain Bytes GmbH & Co. KG,20000
Mastertech,20000
Mata,20000
Match Connect Challenge,20000
Marvelous Europe Limited,20000
MaruStudio,20000
Mark Craigie,20000
Maru Project Develop Team,20000
Mark Hagan,20000
Mark Hill,20000
Mark Sowders,20000
Mark Wortmann,20000
Marker Limited,20000
Marklar,20000
MarksApp,20000
Marlene De Souza Santos,20000
Marshall Latimer,20000
Marshlight Software,20000
Martin Knopf,20000
Martin Kutlak,20000
Martin Mitov,20000
Martin Senovsky,20000
Martin Simeth,20000
Martov Company,20000
Maru Games,20000
Meta Sauce,20000
Metaphore Games SAS,20000
GALBRO INC.,20000
Mixed Reality Worlds,20000
Miskatonic Studio,20000
Missing Digit,20000
Missing Sentinel Software,20000
MissingNo Studio,20000
Mistaken Visions,20000
Mister-Slam,20000
MisterTtocS,20000
Mitch Kuronya,20000
Mlyst,20000
Minimallab,20000
MoMo Games,20000
MoYi Technology,20000
Mobo Studio,20000
Moda Code Games,20000
Mode4,20000
Modern Aeon,20000
Modern Alchemy,20000
Modern Dream Ltd,20000
Misfit Village,20000
Miryn Innovation,20000
Mirthood Games,20000
Miro Straka,20000
Minion Productions Inc.,20000
Miniwit Studios,20000
Minor Faction,20000
Minority Media Inc.,20000
Minosh Digital,20000
Minotaur production,20000
Mint Arcade Ltd.,20000
Minty Soul Games,20000
Miolhr SM,20000
Mirabolis Studios,20000
Miracle Studio ,20000
Miracle Tea,20000
Mirador Studio,20000
Miragic Labs,20000
Mire Studios,20000
Miris Mind,20000
Mirko Seithe,20000
Modern Paradise Media Inc.,20000
Modii Games int.,20000
Modularity,20000
Monkeybin AS,20000
Monkeys Crowd Entertainment,20000
Monkeys With Keyboards,20000
Monochrome Paris,20000
Monocool Interactive,20000
Monolith Graphics,20000
Monothetic LLC,20000
Monsieur K,20000
Monster Couch,20000
Monster Mansion,20000
Monster Tree,20000
MonteCube,20000
Monticube,20000
MooCow Games,20000
Moon Pub Games,20000
Moon Spider Studio,20000
Moon and Sea Studios,20000
MoonShine Games,20000
Monkeynetics,20000
MonkeyToons,20000
Modulesden,20000
MonkeyMaw,20000
Modus Interactive Games,20000
Moebiusgames,20000
Mohammad Arkobi,20000
Mohsin Rizvi,20000
Moim,20000
Mokomoto,20000
Mole Eyes Entertainment,20000
Moloch Media,20000
Molosoft,20000
Moltenplay,20000
Moment Studio,20000
Momentum Games,20000
Momiji Studios,20000
Monandol Games,20000
Monane,20000
"Monarchy Media, LLC",20000
Monkey Stories,20000
Minindustries Game Factory,20000
Minicore Studios,20000
Metaverse Studio,20000
Mighty Box,20000
Midnart,20000
Midnight Hub,20000
"Midnight Oil Games, LLC",20000
"Midnight Studios, Inc.",20000
"MidnightCoffee, Inc.",20000
Mido Basim,20000
Midwest Video Games,20000
Miga,20000
Mighty Fox Studio,20000
Miniclip.com,20000
Mighty Mob Games,20000
"Mighty Studios, LLC",20000
Miguel Lleras,20000
"Mika Mobile, Inc.",20000
Mika Molenkamp,20000
Mika Spin Games,20000
Mikael Mattsson,20000
Mike Daas,20000
Middle Eye,20000
Middle City Games,20000
Midas Touch Game,20000
Micro Revolution LLC,20000
Meteor Shock,20000
Meteoric Games,20000
Mez Breeze Design,20000
Mgsstudio,20000
Michael Acosta,20000
Michael Amzovski,20000
Michael Burns,20000
Michael Cheung,20000
Michael Crabbs,20000
Michael Gentry,20000
Michael Hobbs,20000
Michael Schade,20000
Michael Seaholm,20000
Michael Squirrel,20000
Michal Kuchárik,20000
Michał Głowacki,20000
Michiru Michel Nakamura,20000
Mike Harris Design,20000
Mike Laraman,20000
Mike Pickering,20000
Mind's Eye Games,20000
MindArk PE AB,20000
"MindShaft Games, LLC",20000
MindWalker Games,20000
Mindfield Games,20000
Mindfog games,20000
Mindmuscle Games,20000
Mindoki Games,20000
Mindpress,20000
Mindprobe Labs,20000
Mindtrick,20000
"Mindware Co.,Ltd.	",20000
Mindwedge,20000
Mini Fun Games,20000
Mini IT,20000
Minibeast LLC,20000
Minibrute Games,20000
Miniclip SA,20000
Mind-altering Games,20000
"Mind's Eclipse Interactive, LLC",20000
Mike Prosser,20000
Mind Leak,20000
Mike Watson,20000
Mikhail Nevsky,20000
Mikhail Ramanousk,20000
Miki Squadron Project,20000
Mikori Games,20000
Milan Babuskov,20000
Military Operations,20000
Milk Shake,20000
Milkjug Studios,20000
Millenway,20000
Miller Tinkerhess,20000
Millia Soft,20000
Milpitians,20000
Mimic,20000
Mimicry,20000
Mind Crew,20000
Mind Grown Software,20000
Maksim Chudaev,20000
Make Real,20000
MakaB,20000
Log Games Ltd,20000
Lobaki,20000
LockedOn,20000
Lockem Reality,20000
Lockem Reality Inc,20000
Lockvia Studios,20000
Locojoy,20000
Loft Sky Entertainment Inc.,20000
Lofty Sky Entertainment Inc.,20000
Logan Apple,20000
Lionsart,20000
Logic Games,20000
Logiraffe,20000
Logtown Studios AB,20000
Lohika Games,20000
Loju,20000
Lokator Studio,20000
Lol,20000
Lone Artisan Games,20000
LoadComplete,20000
Lled Games,20000
LizardKing,20000
LivinThing Studio,20000
LiquidFire Entertainment,20000
Lissencephaly,20000
Listener Online II Inc,20000
Lite Microsystems,20000
Litmus VR,20000
Little Angel,20000
Little Beavers Games,20000
Little Cloud Games,20000
Little Games Company,20000
Little Worlds Interactive,20000
LittleAngel Studio,20000
Liu baixue,20000
Live Aliens,20000
"Live in the Game, LLC  Self",20000
Live the VR,20000
LiveActive,20000
LiveItGames LLC,20000
LoneDev,20000
Lonely Boy Studio Inc.,20000
Lonely Dev,20000
Loria,20000
Lost Astronaut Studios,20000
Lost Bra,20000
Lost Mountain,20000
Lost Spell,20000
Lost Tower Games,20000
Lost in Days Studio,20000
Lost in the Garden,20000
Lost-Ride Studios,20000
Lothor,20000
Lotus GamesTr,20000
"Loud King Studios, LLC",20000
Loudpak Studios,20000
LoveTrooper Entertainment L.L.C.,20000
Loveridge Designs,20000
Lowe Bros. Studios LLC,20000
LozMarblz Inc.,20000
Lozange Lab,20000
Los Exaltados,20000
Lorestrome,20000
Lonely Frontier Studio,20000
Loresoft,20000
Loneminded,20000
Long Division LLC,20000
LongArm Interactive,20000
LongGe,20000
LongShip LLC,20000
LongWu,20000
Loomus Games,20000
LoopGame,20000
Loophole Interactive,20000
LoopyMood,20000
Loot Inside,20000
LootBit,20000
Lord Bytesworth,20000
Lord Imperio,20000
Lord Puggington Games,20000
Lord Rutsah,20000
Lorenzo Bellincampi,20000
Liquid Sapling,20000
Lions Crayons Games,20000
Majesco,20000
Leveler Games,20000
Less Describable Games,20000
Let it roll AB,20000
Letzte Worte,20000
Levall Games AB,20000
Level 2 Design,20000
Level Eight AB,20000
Level Evil,20000
Leveled Games,20000
Lever Studios,20000
LionSword,20000
Levhi,20000
Leviathan,20000
Levity Game,20000
Levity Play,20000
Levrage,20000
Lewis Fitzjohn,20000
Leyline Studios,20000
LiXiaoYao,20000
Lesley Dodd,20000
Leprechaun Games,20000
Leonardo Alexandrino,20000
Leon aminof,20000
Led,20000
Lee Fuller,20000
LeeroyLin,20000
Left Flank Games,20000
Legends of Eternalia,20000
"LegionVR, LLC",20000
Leland Wilson,20000
Lemix game,20000
LemoNeko Software,20000
Lemon Curd Games,20000
Lemon Jam Studio,20000
LemonOrange,20000
Lemonauts,20000
Lemuria,20000
Lenovo Ukraine,20000
Leo Lipasti,20000
Leon Aminof,20000
Liam Dehaudt,20000
Liam Doherty,20000
Liam Hughes,20000
Lightning Rock,20000
Lightray Games,20000
Like A Boss LLC,20000
LikeVR,20000
Lil Hentai Games,20000
LimeVibe Games,20000
Limevision Studios,20000
Liminal Games,20000
Limited Resources,20000
"Limitless Fun, LLC",20000
Limpage,20000
LinQ,20000
Lingo Ludo,20000
LinkUp Games,20000
Linkflag Studio,20000
Linkus Studio,20000
Lion Castle Entertainment,20000
LionAnt,20000
LightningSoft,20000
Lightfoot Brothers,20000
Liam Swetnam,20000
LightArrow Games,20000
Liam Twose,20000
Liber Primus Games,20000
Librarium Studios,20000
Lichthund,20000
Life Art Studios,20000
Life Jumb DT,20000
Life VR,20000
Life Zero,20000
Life's Lane Studio,20000
LifeSpark Entertainment,20000
LigaGamesStudio,20000
Light Arc Studio Ltd,20000
Light Fox Games,20000
Light Label Entertainment,20000
Light Loop Games,20000
Light Machine,20000
Light Step Games,20000
Luandun Games Pte. Ltd.,20000
Lucas Alexander Visual Arts,20000
Lucid Dreaming,20000
MZ Times,20000
MSRX22,20000
MTbrain iOS Development,20000
MUIFWEGO,20000
MUTT Studio,20000
MVA_Resi,20000
MWC,20000
"MWN TECH.,LTD",20000
MXTreality,20000
MacProton Games,20000
"Lucid Dreams VR, LLC",20000
Machete Games LLC,20000
MachineSpirit,20000
Machineman1357,20000
  Milestone S.r.l.,20000
Mack Art Productions Inc,20000
MackMediaGames,20000
Mad Capacity,20000
Mad Catz,20000
MPixels,20000
MOVISTAR+,20000
MOS Games,20000
MONSTER CITY,20000
"MINTPOT CO.,LTD",20000
MIRAGE VR,20000
MK Games,20000
MK game production,20000
MK-ULTRA Games,20000
MKD games,20000
MKJ Interactive,20000
MKSM Design LLC,20000
MKrew,20000
MLB,20000
MLG Games,20000
MME,20000
MMOVentures,20000
MMUK ,20000
MOGA Creative,20000
MOKKOGRAD,20000
MONKEY WRENCH STUDIO INC.,20000
Mad Devices,20000
Mad Dog Games,20000
Mad Head Games,20000
Maggese,20000
Magic Design Studios,20000
Magic Dungeon Studio,20000
Magic Era,20000
Magic Horizons GmbH,20000
Magic Light & LittleV,20000
Magic Masks Team,20000
Magic Spell Studios,20000
Magic Tavern,20000
Magic Time Software,20000
Magic and Mirrors,20000
Magnetic Realms,20000
Magnetic Studio,20000
Magory.net,20000
Mahjong Knight,20000
Mahjong Solitaire,20000
Maithonis Studios,20000
Majao Games,20000
Magic Chopstick Games,20000
Magesoft,20000
Mad Unicorn Games,20000
MageC Studio,20000
MadAboutGamesStudios,20000
MadGearGames,20000
MadHoundGames,20000
MadOptimist Games,20000
MadameBerry Games LLC,20000
Madar Games,20000
Made In Point,20000
Made of Bits,20000
MadeOfDinosaurs,20000
Madgobbler,20000
